date,manager,profit,flow,equity_sod,roe
3/4/2016,Bill,-48486.46,0,74847134.3,-0.000647
3/7/2016,Bill,-195948.65,0,74798647.84,-0.002619
3/8/2016,Bill,222417.04,0,74602699.19,0.002981
3/9/2016,Bill,111054.75,0,74825116.23,0.001484
3/10/2016,Bill,16057.72,0,74936170.98,0.000214
3/11/2016,Bill,-32402.07,0,74952228.7,-0.000432
3/14/2016,Bill,254593.75,0,74919826.63,0.003398
3/15/2016,Bill,53248.34,0,75174420.38,0.000708
3/16/2016,Bill,-192949.3,0,75227668.72,-0.002564
3/17/2016,Bill,666873.57,0,75034719.42,0.008887
3/18/2016,Bill,261374.25,0,75701592.99,0.003452
3/21/2016,Bill,33341.25,0,75962967.24,0.000438
3/22/2016,Bill,107978.5,0,75996308.49,0.00142
3/23/2016,Bill,-28364.4,0,76104286.99,-0.000372
3/24/2016,Bill,-47687.78,0,76075922.59,-0.000626
3/28/2016,Bill,252755.85,0,76028234.81,0.003324
3/29/2016,Bill,22039.13,0,76280990.66,0.000288
3/30/2016,Bill,-275065.2,0,76303029.79,-0.003604
3/31/2016,Bill,354352.05,0,76027964.59,0.00466
4/1/2016,Bill,162194,0,76382316.64,0.002123
4/4/2016,Bill,8147.75,0,76544510.64,0.000106
4/5/2016,Bill,-856438.17,0,76552658.39,-0.011187
4/6/2016,Bill,-357331.79,0,75696220.22,-0.00472
4/7/2016,Bill,1330642.45,0,75338888.43,0.017662
4/8/2016,Bill,9986.86,0,76669530.88,0.00013
4/11/2016,Bill,-178783.37,0,76679517.74,-0.002331
4/12/2016,Bill,-55531.44,0,76500734.37,-0.000725
4/13/2016,Bill,-739931,0,76445202.93,-0.009679
4/14/2016,Bill,-343654.25,0,75705271.93,-0.004539
4/15/2016,Bill,118271.5,0,75361617.68,0.001569
4/18/2016,Bill,282005,0,75479889.18,0.003736
4/19/2016,Bill,-34819.5,0,75761894.18,-0.000459
4/20/2016,Bill,50839.78,0,75727074.68,0.000671
4/21/2016,Bill,722544.89,0,75777914.46,0.009535
4/22/2016,Bill,-244945,0,76500459.35,-0.003201
4/25/2016,Bill,-316328,0,76255514.35,-0.004148
4/26/2016,Bill,-673802.97,0,75939186.35,-0.008872
4/27/2016,Bill,127363.25,0,75265383.38,0.001692
4/28/2016,Bill,431866.7,0,75392746.63,0.005728
4/29/2016,Bill,-16652.35,0,75824613.33,-0.000219
5/2/2016,Bill,-744131.57,0,75807960.98,-0.009816
5/3/2016,Bill,-110535.87,0,75063829.41,-0.001472
5/4/2016,Bill,-74009,0,74953293.54,-0.000987
5/5/2016,Bill,-212705.37,0,74879284.54,-0.00284
5/6/2016,Bill,127425.81,0,74666579.17,0.001706
5/9/2016,Bill,18145.5,0,74794004.98,0.000242
5/10/2016,Bill,-463146.5,0,74812150.48,-0.00619
5/11/2016,Bill,-1321760.51,0,74349003.98,-0.017777
5/12/2016,Bill,-184438.3,0,73027243.47,-0.002525
5/13/2016,Bill,-239619.16,0,72842805.17,-0.003289
5/16/2016,Bill,437732.61,0,72603186.01,0.006029
5/17/2016,Bill,-567439.65,0,73040918.62,-0.007768
5/18/2016,Bill,-36606.01,0,72473478.97,-0.000505
5/19/2016,Bill,-270444.61,0,72436872.96,-0.003733
5/20/2016,Bill,142813.25,0,72166428.35,0.001978
5/23/2016,Bill,76615.98,0,72309241.6,0.001059
5/24/2016,Bill,579564.15,0,72385857.58,0.008006
5/25/2016,Bill,-312437.62,0,72965421.73,-0.004281
5/26/2016,Bill,947479.4,0,72652984.11,0.013041
5/27/2016,Bill,-66474.85,0,73600463.51,-0.000903
5/31/2016,Bill,-7864.65,0,73533988.66,-0.000106
6/1/2016,Bill,766221.1,0,73526124.01,0.010421
6/2/2016,Bill,-55237.49,0,74292345.11,-0.000743
6/3/2016,Bill,37692.46,0,74237107.62,0.000507
6/6/2016,Bill,268258.74,0,74274800.08,0.003611
6/7/2016,Bill,-642342.01,0,74543058.82,-0.008617
6/8/2016,Bill,251548.77,0,73900716.81,0.003403
6/9/2016,Bill,150221.94,0,74152265.58,0.002025
6/10/2016,Bill,-67215.78,0,74302487.52,-0.000904
6/13/2016,Bill,-463280.13,0,74235271.74,-0.00624
6/14/2016,Bill,-457224,0,73771991.61,-0.006197
6/15/2016,Bill,465194.49,0,73314767.61,0.006345
6/16/2016,Bill,-404104.3,0,73779962.1,-0.005477
6/17/2016,Bill,-55494.25,0,73375857.8,-0.000756
6/20/2016,Bill,418334.33,0,73320363.55,0.005705
6/21/2016,Bill,365347.67,0,73738697.88,0.004954
6/22/2016,Bill,506152.59,0,74104045.55,0.00683
6/23/2016,Bill,495819,0,74610198.14,0.006645
6/24/2016,Bill,-331492.28,0,75106017.14,-0.004413
6/27/2016,Bill,-1185258.96,0,74774524.86,-0.015851
6/28/2016,Bill,851922.17,0,73589265.9,0.011576
6/29/2016,Bill,951616.98,0,74441188.07,0.012783
6/30/2016,Bill,41640.03,0,75392805.05,0.000552
7/1/2016,Bill,440427.89,0,75434445.08,0.005838
7/5/2016,Bill,-420914.27,0,75874872.97,-0.005547
7/6/2016,Bill,320650.86,0,75453958.7,0.004249
7/7/2016,Bill,-382558.82,0,75774609.56,-0.005048
7/8/2016,Bill,1727380.11,0,75392050.74,0.022911
7/11/2016,Bill,427667.75,0,77119430.85,0.005545
7/12/2016,Bill,556043.44,0,77547098.6,0.00717
7/13/2016,Bill,-868048.73,0,78103142.04,-0.011114
7/14/2016,Bill,566851.01,0,77235093.31,0.007339
7/15/2016,Bill,-32423.64,0,77801944.32,-0.000416
7/18/2016,Bill,1006579.92,0,77769520.68,0.012943
7/19/2016,Bill,-262794.18,0,78776100.6,-0.003335
7/20/2016,Bill,624412.13,0,78513306.42,0.007952
7/21/2016,Bill,-961551.86,0,79137718.55,-0.01215
7/22/2016,Bill,280143.61,0,78176166.69,0.003583
7/25/2016,Bill,572949.93,0,78456310.3,0.007302
7/26/2016,Bill,-38832.82,0,79029260.23,-0.000491
7/27/2016,Bill,-486791.36,0,78990427.41,-0.006162
7/28/2016,Bill,-326642.59,0,78503636.05,-0.00416
7/29/2016,Bill,731407.28,0,78176993.46,0.009355
8/1/2016,Bill,-119435.49,0,78908400.74,-0.001513
8/2/2016,Bill,-593034.23,0,78788965.25,-0.007526
8/3/2016,Bill,1424617.39,0,78195931.02,0.018218
8/4/2016,Bill,436681.35,0,79620548.41,0.005484
8/5/2016,Bill,1432504.74,0,80057229.76,0.017893
8/8/2016,Bill,449054.47,0,81489734.5,0.00551
8/9/2016,Bill,-737251.94,0,81938788.97,-0.008997
8/10/2016,Bill,-225173.1,0,81201537.03,-0.002773
8/11/2016,Bill,874596.54,0,80976363.93,0.0108
8/12/2016,Bill,569451.78,0,81850960.47,0.006957
8/15/2016,Bill,-283920.27,0,82420412.25,-0.003444
8/16/2016,Bill,2529454.17,0,82136491.98,0.030795
8/17/2016,Bill,-1034155.67,0,84665946.15,-0.012214
8/18/2016,Bill,1778867.38,0,83631790.48,0.02127
8/19/2016,Bill,-486853.64,0,85410657.86,-0.0057
8/22/2016,Bill,105205.7,0,84923804.22,0.001238
8/23/2016,Bill,-26674.63,0,85029009.92,-0.000313
8/24/2016,Bill,-68748.7,0,85002335.29,-0.000808
8/25/2016,Bill,-879306.9,0,84933586.59,-0.010352
8/26/2016,Bill,-79992.23,0,84054279.69,-0.000951
8/29/2016,Bill,-783500.86,0,83974287.46,-0.00933
8/30/2016,Bill,-696264.76,0,83190786.6,-0.008369
8/31/2016,Bill,-273601.89,0,82494521.84,-0.003316
9/1/2016,Bill,1396567.03,0,82220919.95,0.016985
9/2/2016,Bill,-886440.1,0,83617486.98,-0.010601
9/6/2016,Bill,988108.28,0,82731046.88,0.011943
9/7/2016,Bill,-768475.25,0,83719155.16,-0.009179
9/8/2016,Bill,698544.01,0,82950679.91,0.008421
9/9/2016,Bill,-327521.35,0,83649223.92,-0.003915
9/12/2016,Bill,240685.41,0,83321702.57,0.002888
9/13/2016,Bill,-1900799.89,0,83562387.98,-0.022747
9/14/2016,Bill,-181643.36,0,81661588.09,-0.002224
9/15/2016,Bill,1429683.46,0,81479944.73,0.017546
9/16/2016,Bill,984285.78,0,82909628.19,0.011871
9/19/2016,Bill,-481594.61,0,83893913.97,-0.00574
9/20/2016,Bill,577074.92,0,83412319.36,0.006918
9/21/2016,Bill,708130.29,0,83989394.28,0.008431
9/22/2016,Bill,-114564.18,0,84697524.57,-0.001352
9/23/2016,Bill,-483362.43,0,84582960.39,-0.005714
9/26/2016,Bill,-140771.32,0,84099597.96,-0.001673
9/27/2016,Bill,-169278.13,0,83958826.64,-0.002016
9/28/2016,Bill,-311937.1,0,83789548.51,-0.003722
9/29/2016,Bill,-1390206.49,0,83477611.41,-0.016653
9/30/2016,Bill,-611673.8,0,82087404.92,-0.007451
10/3/2016,Bill,24549.9,0,81475731.12,0.000301
10/4/2016,Bill,879196.65,0,81500281.02,0.010787
10/5/2016,Bill,118850.73,0,82379477.67,0.001442
10/6/2016,Bill,-299796.49,0,82498328.4,-0.003633
10/7/2016,Bill,-231852.05,0,82198531.91,-0.00282
10/10/2016,Bill,-124576.15,0,81966679.86,-0.001519
10/11/2016,Bill,-137483.94,0,81842103.71,-0.001679
10/12/2016,Bill,-341440.88,0,81704619.77,-0.004178
10/13/2016,Bill,-485342.68,0,81363178.89,-0.005965
10/14/2016,Bill,-165264.78,0,80877836.21,-0.002043
10/17/2016,Bill,24891.3,0,80712571.43,0.000308
10/18/2016,Bill,404130.6,0,80737462.73,0.005005
10/19/2016,Bill,823850.06,0,81141593.33,0.010153
10/20/2016,Bill,-576910.21,0,81965443.39,-0.007038
10/21/2016,Bill,-100734.17,0,81388533.18,-0.001237
10/24/2016,Bill,184957.66,0,81287799.01,0.002275
10/25/2016,Bill,-629368.42,0,81472756.67,-0.007724
10/26/2016,Bill,-1381971.64,0,80843388.25,-0.017094
10/27/2016,Bill,1318926.8,0,79461416.61,0.016598
10/28/2016,Bill,-1402764.27,0,80780343.41,-0.017365
10/31/2016,Bill,-167435.54,0,79377579.14,-0.002109
11/1/2016,Bill,-723097.41,0,79210143.6,-0.009128
11/2/2016,Bill,125103.82,0,78487046.19,0.001593
11/3/2016,Bill,-920033.41,0,78612150.01,-0.011703
11/4/2016,Bill,346536.57,0,77692116.6,0.00446
11/7/2016,Bill,-57950.95,0,78038653.17,-0.000742
11/8/2016,Bill,2437238.99,0,77980702.22,0.031254
11/9/2016,Bill,360252.08,0,80417941.21,0.004479
11/10/2016,Bill,-603941.37,0,80778193.29,-0.007476
11/11/2016,Bill,1056302.26,0,80174251.92,0.013175
11/14/2016,Bill,-1399782.11,0,81230554.18,-0.017232
11/15/2016,Bill,-134735.35,0,79830772.07,-0.001687
11/16/2016,Bill,-347662,0,79696036.72,-0.004362
11/17/2016,Bill,-343047.23,0,79348374.72,-0.004323
11/18/2016,Bill,624543.8,0,79005327.49,0.007905
11/21/2016,Bill,-942472.85,0,79629871.29,-0.011835
11/22/2016,Bill,-798184.01,0,78687398.44,-0.010143
11/23/2016,Bill,-543333.5,0,77889214.43,-0.006975
11/25/2016,Bill,183783.8,0,77345880.93,0.002376
11/28/2016,Bill,-776801.48,0,77529664.73,-0.010019
11/29/2016,Bill,-754745.32,0,76752863.25,-0.009833
11/30/2016,Bill,68449.3,0,75998117.93,0.0009
12/1/2016,Bill,-14871.88,0,76066567.23,-0.000195
12/2/2016,Bill,576960.4,0,76051695.35,0.007586
12/5/2016,Bill,710207.9,0,76628655.75,0.009268
12/6/2016,Bill,-709324.05,0,77338863.65,-0.009171
12/7/2016,Bill,-1545386.88,0,76629539.6,-0.020166
12/8/2016,Bill,532423.87,0,75084152.72,0.007091
12/9/2016,Bill,1048511.9,0,75616576.59,0.013866
12/12/2016,Bill,-207784.05,0,76665088.49,-0.00271
12/13/2016,Bill,241449.95,0,76457304.44,0.003157
12/14/2016,Bill,627628.83,0,76698754.39,0.008183
12/15/2016,Bill,-303418.55,0,77326383.22,-0.003923
12/16/2016,Bill,-31434.45,0,77022964.67,-0.000408
12/19/2016,Bill,511114.07,0,76991530.22,0.006638
12/20/2016,Bill,-2204639.25,0,77502644.29,-0.028445
12/21/2016,Bill,-361293.85,0,75298005.04,-0.004798
12/22/2016,Bill,111651.83,0,74936711.19,0.001489
12/23/2016,Bill,85848.93,0,75048363.02,0.001143
12/27/2016,Bill,-470286.67,0,75134211.95,-0.006259
12/28/2016,Bill,817663.42,0,74663925.28,0.010951
12/29/2016,Bill,174786.85,0,75481588.7,0.002315
12/30/2016,Bill,-238660.1,0,75656375.55,-0.003154
1/3/2017,Bill,-286805.7,400000,75400000,-0.003803
1/4/2017,Bill,884969.69,0,75113194.3,0.011781
1/5/2017,Bill,-1614415.87,0,75998163.99,-0.021242
1/6/2017,Bill,-913401.9,0,74383748.12,-0.012279
1/9/2017,Bill,304045.1,0,73470346.22,0.004138
1/10/2017,Bill,1546853.99,0,73774391.32,0.020967
1/11/2017,Bill,-116745.9,0,75321245.31,-0.001549
1/12/2017,Bill,-1104587.17,0,75204499.41,-0.014687
1/13/2017,Bill,-706790.07,0,74099912.24,-0.009538
1/17/2017,Bill,-1794875.77,0,73393122.17,-0.024455
1/18/2017,Bill,-1131634.93,0,71598246.4,-0.015805
1/19/2017,Bill,-266504.97,0,70466611.47,-0.003782
1/20/2017,Bill,-336078.38,0,70200106.5,-0.004787
1/23/2017,Bill,-1251184.04,0,69864028.12,-0.017908
1/24/2017,Bill,-313756.72,0,68612844.08,-0.004572
1/25/2017,Bill,244037.9,0,68299087.36,0.003573
1/26/2017,Bill,-1181672.35,0,68543125.26,-0.017239
1/27/2017,Bill,-1097660.11,0,67361452.91,-0.016295
1/30/2017,Bill,964752.76,0,66263792.8,0.014559
1/31/2017,Bill,1186240.57,0,67228545.56,0.017644
2/1/2017,Bill,44518.19,0,68414786.13,0.00065
2/2/2017,Bill,-1082248.58,0,68459304.32,-0.015808
2/3/2017,Bill,-730591.23,0,67377055.74,-0.010843
2/6/2017,Bill,-329216.78,0,66646464.51,-0.004939
2/7/2017,Bill,-832276.86,0,66317247.73,-0.012549
2/8/2017,Bill,483557.11,0,65484970.87,0.007384
2/9/2017,Bill,137311.55,0,65968527.98,0.002081
2/10/2017,Bill,598953.85,0,66105839.53,0.00906
2/13/2017,Bill,174982.5,0,66704793.38,0.002623
2/14/2017,Bill,723652.7,0,66879775.88,0.01082
2/15/2017,Bill,-145719.76,0,67603428.58,-0.002155
2/16/2017,Bill,-521424,0,67457708.82,-0.007729
2/17/2017,Bill,-262258.66,0,66936284.82,-0.003918
2/21/2017,Bill,-161387.36,0,66674026.16,-0.00242
2/22/2017,Bill,-115412.05,0,66512638.8,-0.001735
2/23/2017,Bill,-1038295.9,0,66397226.75,-0.015637
2/24/2017,Bill,-295984.65,0,65358930.85,-0.004528
2/27/2017,Bill,140058.37,0,65062946.2,0.002152
2/28/2017,Bill,-2105223,0,65203004.57,-0.032287
3/1/2017,Bill,-2248014.68,0,63097781.57,-0.035627
3/2/2017,Bill,51711.5,0,60849766.89,0.000849
3/3/2017,Bill,-984659.85,0,60901478.39,-0.016168
3/6/2017,Bill,-1148259.16,0,59916818.54,-0.019164
3/7/2017,Bill,437499.3,0,58768559.38,0.007444
3/8/2017,Bill,5917.84,0,59206058.68,9.90E-05
3/9/2017,Bill,-548764.27,0,59211976.52,-0.009267
3/10/2017,Bill,281563,0,58663212.25,0.004799
3/13/2017,Bill,-142286.9,0,58944775.25,-0.002413
3/14/2017,Bill,-158513.75,0,58802488.35,-0.002695
3/15/2017,Bill,929233.8,0,58643974.6,0.015845
3/16/2017,Bill,2829214.1,0,59573208.4,0.047491
3/17/2017,Bill,654260.75,0,62402422.5,0.010484
3/20/2017,Bill,-2231136.85,0,63056683.25,-0.035383
3/21/2017,Bill,-1581944.3,0,60825546.4,-0.026007
3/22/2017,Bill,-387493.35,0,59243602.1,-0.00654
3/23/2017,Bill,1370344.3,0,58856108.75,0.023282
3/24/2017,Bill,-473903.85,0,60226453.05,-0.007868
3/27/2017,Bill,1467693.9,0,59752549.2,0.024562
3/28/2017,Bill,701827.85,0,61220243.1,0.011463
3/29/2017,Bill,2065076,0,61922070.95,0.033349
3/30/2017,Bill,412007.6,0,63987146.95,0.006438
3/31/2017,Bill,-612912.6,0,64399154.55,-0.009517
4/3/2017,Bill,364990.45,0,63786241.95,0.005722
4/4/2017,Bill,6929077.05,0,64151232.4,0.108011
4/5/2017,Bill,787892.05,0,71080309.45,0.011084
4/6/2017,Bill,1442234.3,0,71868201.5,0.020067
4/7/2017,Bill,-695980.85,0,73310435.8,-0.009493
4/10/2017,Bill,2547754.55,0,72614454.95,0.035086
4/11/2017,Bill,1157185.85,0,75162209.5,0.015395
4/12/2017,Bill,-469274.4,0,76319395.35,-0.006148
4/13/2017,Bill,813973.7,0,75850120.95,0.010731
4/17/2017,Bill,509495.9,0,76664094.65,0.006645
4/18/2017,Bill,-143676.4,0,77173590.55,-0.001861
4/19/2017,Bill,-73274.29,0,77029914.15,-0.000951
4/20/2017,Bill,652776.41,0,76956639.86,0.008482
4/21/2017,Bill,2186853.65,0,77609416.27,0.028177
4/24/2017,Bill,917832.5,0,79796269.92,0.011502
4/25/2017,Bill,1118501.3,0,80714102.42,0.013857
4/26/2017,Bill,9130346.65,0,81832603.72,0.111573
4/27/2017,Bill,-1839957.33,0,90962950.37,-0.020227
4/28/2017,Bill,3222348.57,0,89122993.04,0.036156
5/1/2017,Bill,-701871.18,0,92345341.61,-0.0076
5/2/2017,Bill,-1239431.97,0,91643470.43,-0.013524
5/3/2017,Bill,-1176440.13,0,90404038.46,-0.013013
5/4/2017,Bill,-5391075.79,0,89227598.33,-0.060419
5/5/2017,Bill,2361276.25,0,83836522.54,0.028165
5/8/2017,Bill,-539362,0,86197798.79,-0.006257
5/9/2017,Bill,-383226.25,0,85658436.79,-0.004473
5/10/2017,Bill,2795172.5,0,85275210.54,0.032778
5/11/2017,Bill,-1184754.84,0,88070383.04,-0.013452
5/12/2017,Bill,-1533277.53,0,86885628.2,-0.017647
5/15/2017,Bill,-2182913.54,0,85352350.67,-0.025575
5/16/2017,Bill,356280.73,0,83169437.13,0.004283
5/17/2017,Bill,-1366940.78,0,83525717.86,-0.016365
5/18/2017,Bill,-2451927.75,0,82158777.08,-0.029843
5/19/2017,Bill,-214595.75,0,79706849.33,-0.002692
5/22/2017,Bill,-210563.25,0,79492253.58,-0.002648
5/23/2017,Bill,138274.52,0,79281690.33,0.001744
5/24/2017,Bill,-959508,0,79419964.85,-0.012081
5/25/2017,Bill,853529.45,0,78460456.85,0.010878
5/26/2017,Bill,-602373.75,0,79313986.3,-0.007594
5/30/2017,Bill,4071441,0,78711612.55,0.051726
5/31/2017,Bill,1116795.25,0,82783053.55,0.01349
6/1/2017,Bill,2599202.5,0,83899848.8,0.030979
6/2/2017,Bill,2737579.25,0,86499051.3,0.031648
6/5/2017,Bill,2611205.02,0,89236630.55,0.029261
6/6/2017,Bill,-5950731.56,0,91847835.57,-0.064789
6/7/2017,Bill,6503566.5,0,85897104.01,0.075713
6/8/2017,Bill,2612122.25,0,92400670.51,0.028269
6/9/2017,Bill,-64936.25,0,95012792.76,-0.000683
6/12/2017,Bill,846880.25,0,94947856.51,0.008919
6/13/2017,Bill,-2257690,0,95794736.76,-0.023567
6/14/2017,Bill,-975584.5,0,93537046.76,-0.010429
6/15/2017,Bill,-388016.5,0,92561462.26,-0.004191
6/16/2017,Bill,-3538245.04,0,92173445.76,-0.038386
6/19/2017,Bill,5209587.68,0,88635200.72,0.058775
6/20/2017,Bill,-4497610.5,0,93844788.4,-0.047926
6/21/2017,Bill,-1575965.79,0,89347177.9,-0.017638
6/22/2017,Bill,-597541.68,0,87771212.11,-0.006807
6/23/2017,Bill,-156879.75,0,87173670.43,-0.001799
6/26/2017,Bill,840820.5,0,87016790.68,0.009662
6/27/2017,Bill,330246.25,0,87857611.18,0.003758
6/28/2017,Bill,3309602.5,0,88187857.43,0.037529
6/29/2017,Bill,4202192.7,0,91497459.93,0.045926
6/30/2017,Bill,152438.25,0,95699652.63,0.001592
7/3/2017,Bill,-1171000,35601,95887691.88,-0.012212
7/5/2017,Bill,130059.25,0,94716691.88,0.001373
7/6/2017,Bill,-1609136,0,94846751.13,-0.016965
7/7/2017,Bill,1825764.25,0,93237615.13,0.019581
7/10/2017,Bill,123679.25,0,95063379.38,0.001301
7/11/2017,Bill,398811.25,0,95187058.63,0.004189
7/12/2017,Bill,1728843.5,0,95585869.88,0.018086
7/13/2017,Bill,963988.02,0,97314713.38,0.009905
7/14/2017,Bill,-137923.77,0,98278701.4,-0.001403
7/17/2017,Bill,6345055.25,0,98140777.63,0.064652
7/18/2017,Bill,2835966.5,0,104485832.9,0.027142
7/19/2017,Bill,5251115.25,0,107321799.4,0.048928
7/20/2017,Bill,-2188630.88,0,112572914.6,-0.019441
7/21/2017,Bill,302296.27,0,110384283.8,0.002738
7/24/2017,Bill,424193.48,0,110686580,0.003832
7/25/2017,Bill,-465577.5,0,111110773.5,-0.00419
7/26/2017,Bill,539810.25,0,110645196,0.004878
7/27/2017,Bill,1906273,0,111185006.3,0.017145
7/28/2017,Bill,-1158946,0,113091279.3,-0.010247
7/31/2017,Bill,-5029510.5,0,111932333.3,-0.044933
8/1/2017,Bill,1583351.25,0,106902822.8,0.014811
8/2/2017,Bill,-1312572.5,0,108486174,-0.012098
8/3/2017,Bill,429281.5,0,107173601.5,0.004005
8/4/2017,Bill,1418474.5,0,107602883,0.013182
8/7/2017,Bill,2486243,0,109021357.5,0.022805
8/8/2017,Bill,-757971.73,0,111507600.5,-0.006797
8/9/2017,Bill,-4197352.27,0,110749628.8,-0.037899
8/10/2017,Bill,-3014003.75,0,106552276.5,-0.028286
8/11/2017,Bill,1194376,0,103538272.8,0.011535
8/14/2017,Bill,79705,0,104732648.8,0.000761
8/15/2017,Bill,-292545,0,104812353.8,-0.002791
8/16/2017,Bill,-1952422,0,104519808.8,-0.018679
8/17/2017,Bill,-6577761.53,0,102567386.8,-0.064131
8/18/2017,Bill,772361.04,0,95989625.22,0.008046
8/21/2017,Bill,-722241,0,96761986.26,-0.007464
8/22/2017,Bill,2271967,0,96039745.26,0.023656
8/23/2017,Bill,729133,0,98311712.26,0.007416
8/24/2017,Bill,3593840,0,99040845.26,0.036286
8/25/2017,Bill,-682011,0,102634685.3,-0.006645
8/28/2017,Bill,-317737,0,101952674.3,-0.003116
8/29/2017,Bill,-5186845,0,101634937.3,-0.051034
8/30/2017,Bill,-2515940.67,0,96448092.26,-0.026085
8/31/2017,Bill,1304512.16,0,93932151.59,0.013887
9/1/2017,Bill,8392780,0,95236663.75,0.088125
9/5/2017,Bill,-3079235,0,103629443.8,-0.029713
9/6/2017,Bill,-152986,0,100550208.8,-0.001521
9/7/2017,Bill,9812800,0,100397222.8,0.097739
9/8/2017,Bill,6564050,0,110210022.8,0.059559
9/11/2017,Bill,1940990,0,116774072.8,0.016621
9/12/2017,Bill,-1503603.61,0,118715062.8,-0.012665
9/13/2017,Bill,-518390,0,117211459.1,-0.004422
9/14/2017,Bill,-2256415.11,0,116693069.1,-0.019336
9/15/2017,Bill,-266640,0,114436654,-0.00233
9/18/2017,Bill,55641,0,114170014,0.000487
9/19/2017,Bill,611250,0,114225655,0.005351
9/20/2017,Bill,-2072720,0,114836905,-0.018049
9/21/2017,Bill,1213420,0,112764185,0.01076
9/22/2017,Bill,2054980,0,113977605,0.018029
9/25/2017,Bill,3382760,0,116032585,0.029153
9/26/2017,Bill,1365261,0,119415345,0.011432
9/27/2017,Bill,4101185,0,120780606,0.033955
9/28/2017,Bill,4199705,0,124881791,0.033629
9/29/2017,Bill,9919890,0,129081496,0.076849
10/2/2017,Bill,-1117350,0,139001386,-0.008038
10/3/2017,Bill,-1481150,0,137884036,-0.010741
10/4/2017,Bill,-187680,0,136402886,-0.001375
10/5/2017,Bill,-267390,0,136215206,-0.001962
10/6/2017,Bill,610080,0,135947816,0.004487
10/9/2017,Bill,-6499450,0,136557896,-0.047594
10/10/2017,Bill,488370,0,130058446,0.003755
10/11/2017,Bill,-3355200,0,130546816,-0.025701
10/12/2017,Bill,-759980,0,127191616,-0.005975
10/13/2017,Bill,-449160,0,126431636,-0.003552
10/16/2017,Bill,1480125,0,125982476,0.011748
10/17/2017,Bill,-1544945,0,127462601,-0.01212
10/18/2017,Bill,4895050,0,125917656,0.038875
10/19/2017,Bill,5136180,0,130812706,0.039263
10/20/2017,Bill,-848560,0,135948886,-0.006241
10/23/2017,Bill,-2966800,0,135100326,-0.021959
10/24/2017,Bill,16907192.75,0,132133526,0.127955
10/25/2017,Bill,4951807,0,149040718.8,0.033224
10/26/2017,Bill,-4349799.41,0,153992525.8,-0.028246
10/27/2017,Bill,-1576768.53,0,149642726.4,-0.010536
10/30/2017,Bill,-1191662.45,0,148065957.8,-0.008048
10/31/2017,Bill,-675825,0,146874295.4,-0.004601
11/1/2017,Bill,1584260,0,146198470.4,0.010836
11/2/2017,Bill,-948055.23,0,147782730.4,-0.006415
11/3/2017,Bill,-1540310,0,146834675.2,-0.01049
11/6/2017,Bill,-408190,0,145294365.2,-0.002809
11/7/2017,Bill,-2903589.57,0,144886175.2,-0.02004
11/8/2017,Bill,-387677.71,0,141982585.6,-0.00273
11/9/2017,Bill,2047483.6,0,141594907.9,0.01446
11/10/2017,Bill,-826177.8,0,143642391.5,-0.005751
11/13/2017,Bill,-1584655.2,0,142816213.7,-0.011095
11/14/2017,Bill,1691972.8,0,141231558.5,0.01198
11/15/2017,Bill,-2234916.83,0,142923531.3,-0.015637
11/16/2017,Bill,2287754.25,0,140688614.5,0.016261
11/17/2017,Bill,2179871,0,142976368.7,0.015246
11/20/2017,Bill,-1602866,0,145156239.7,-0.011042
11/21/2017,Bill,-5230935.8,0,143553373.7,-0.036438
11/22/2017,Bill,-2145497.2,0,138322437.9,-0.01551
11/24/2017,Bill,880332.4,0,136176940.7,0.006464
11/27/2017,Bill,-2223858,0,137057273.1,-0.016225
11/28/2017,Bill,4569427.3,0,134833415.1,0.033889
11/29/2017,Bill,5482669.24,0,139402842.4,0.039329
11/30/2017,Bill,-1813848.8,0,144885511.6,-0.012519
12/1/2017,Bill,-1259309.4,0,143071662.8,-0.008801
12/4/2017,Bill,-181500.2,0,141812353.4,-0.001279
12/5/2017,Bill,1680570.6,0,141630853.2,0.011865
12/6/2017,Bill,864655.8,0,143311423.8,0.006033
12/7/2017,Bill,11067296.2,0,144176079.6,0.076762
12/8/2017,Bill,-1177057.94,0,155243375.8,-0.007582
12/11/2017,Bill,-6883745.4,0,154066317.9,-0.04468
12/12/2017,Bill,2105014.8,0,147182572.5,0.014302
12/13/2017,Bill,5961757.4,0,149287587.3,0.039934
12/14/2017,Bill,-2634674.6,0,155249344.7,-0.01697
12/15/2017,Bill,6971108.2,0,152614670.1,0.045677
12/18/2017,Bill,6955302.2,0,159585778.3,0.043583
12/19/2017,Bill,-4710381.8,0,166541080.5,-0.028283
12/20/2017,Bill,-501931.6,0,161830698.7,-0.003101
12/21/2017,Bill,1651956.06,0,161328767.1,0.010239
12/22/2017,Bill,3199985.7,0,162980723.2,0.019634
12/26/2017,Bill,4083505.2,0,166180708.9,0.024572
12/27/2017,Bill,-4246729.4,0,170264214.1,-0.024941
12/28/2017,Bill,5466710.99,0,166017484.7,0.032928
12/29/2017,Bill,-6385287.51,0,171484195.7,-0.037235
1/2/2018,Bill,2578819.8,0,165000000,0.015629
1/3/2018,Bill,-4101847.21,0,167578819.8,-0.024477
1/4/2018,Bill,-3799632.7,0,163476972.6,-0.023242
1/5/2018,Bill,2680947.9,0,159677339.9,0.016789
1/8/2018,Bill,1141372.4,0,162358287.8,0.007029
